genotype,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39,T40,T41,T42,T43,T44,T45,T46,T47,T48,T49,T50,T51,T52,T53,T54,T55,T56,T57,T58,T59,T60,T61,T62,T63,T64,T65,T66,T67,T68,T69,T70,T71,T72,T73,T74,T75,T76,T77,T78,T79,T80,T81,T82,T83,T84,T85,T86,T87,T88,T89,T90,T91,T92,T93,T94,T95,T96,T97,T98,T99,T100,T101,T102,T103,T104,T105,T106,T107,T108,T109,T110,T111,T112,T113,T114,T115,T116,T117,T118,T119,T120,T121,T122,T123,T124,T125,T126,T127,T128,T129,T130,T131,T132,T133,T134,T135,T136,T137,T138,T139,T140,T141,T142,T143,T144,T145,T146,T147,T148,T149,T150
IA2132,-4.36816060251518,-6.38738655350765,-4.79239842365948,-6.61782200150757,-2.99573654883625,-4.12515056526298,-5.69246800968709,-6.47263875625622,-3.41937118720381,-5.24804031745539,-6.63765181917887,-6.67126022102158,-6.1137778286482,-6.55140140428968,-4.38652879946024,-5.8050301305058,-5.1958862265808,-6.01098167198723,-4.3217038406193,-4.53281798817499,-5.89308100543984,-5.70097453161665,-5.52072368406453,-5.37709021104429,-4.89540467566649,-4.42598133361002,-3.85992598846858,-3.07584621151347,-5.54754316455274,-5.20933956641987,-5.18711034589061,-5.59986469530738,-5.58946510179295,-4.90338981316083,-6.71572496422981,-6.49554605814486,-6.56176542063456,-6.53167993045235,-5.40893654596197,-6.25961509338511,-6.69084961900539,-6.3290559247566,-5.47979041234242,-6.52677100738282,-5.79215510060108,-6.42630896864467,-5.7607871284484,-5.62474667455933,-6.01005532000432,-6.4387657172090504,-6.39763481442984,-6.10222900988514,-6.04073577497246,-4.52996125299208,-6.5622145307696496,-6.48093166995224,-6.50189456656182,-6.24127585566258,-6.16170543518978,-6.04104332630086,-6.1106253788834,-5.28470728333562,-6.4032506795275,-5.30571022777922,-5.8536754637912,-5.71636388302285,-3.63416484882442,-5.94456013643818,-3.50789631858368,-6.32312357089059,-6.17475222845674,-6.02225426667351,-6.29091966562417,-6.30174866090482,-6.66789065987399,-6.53712561526655,-6.6691449335596404,-5.79443254230484,-5.73551251274762,-4.49729139374548,-5.96803023644723,-4.38622935292795,-6.02141092849762,-5.87377324576161,-5.25881264395811,-6.12156561107911,-5.2295679323649,-5.24074265124867,-6.16160608487529,-6.43697870495318,-5.3186703897689,-6.40337730906273,-4.70710773702669,-6.50586655202571,-6.26641344027535,-6.37096672017358,-6.42217476759246,-6.23896642568184,-4.67678526742311,-5.23397332630055,-4.9973809623424,-5.65545212228342,-5.66149410212503,-5.60812008548576,-6.35126409981978,-6.19488188905245,-6.46490285092622,-5.93030701934681,-4.39776123077248,-6.25913997563955,-5.94610915721996,-5.05630560027642,-6.58009038559737,-6.59864389913144,-6.28704299058258,-5.84517872789268,-4.58488129426807,-6.6800935959496,-4.74890628954575,-6.11187095587526,-6.47745987325814,-6.63776650687121,-6.54189375352338,-6.54547385625431,-6.56377552254619,-6.44669925921504,-6.05361839653436,-6.27123515288224,-3.63148024486767,-4.91426395549606,-4.8377155677537,-6.55945603187076,-4.99698332006112,-6.26211811751758,-6.49636927211455,-5.05574081834606,-2.37973280741886,-6.3512671618404,-6.80137364662168,-6.15633675128791,-6.48662952129947,-6.53001324711344,-4.14767358012916,-6.68560561572345,-5.3762857517676,-6.47452833694414,-5.55670310447548,-6.87527064129275,-3.73901154342922,-3.63054954900505
IA5125,-4.50131423238821,-6.38738655350765,-5.06391114330568,-6.53727942895002,-3.20134195349222,-4.31843407405491,-5.69246800968709,-6.47362640718605,-3.41937118720381,-5.22031664917812,-6.58428916018737,-6.66548406492636,-6.04047743194897,-6.54519317999872,-4.38652879947657,-6.13094932037083,-5.17035496765439,-6.01660101608217,-4.34694367652897,-4.43771736135368,-5.94953215093271,-5.68708719480145,-5.47862325187809,-5.30783822339767,-4.88619983379676,-4.41654446683353,-3.88381208902539,-3.06583665159562,-5.54754316455274,-5.11959934953258,-5.08761116348845,-5.56833590666037,-5.57222221512152,-4.9085963843689,-6.7045503218822,-6.51117860786498,-6.54432703890573,-6.36051581663739,-5.44004359779038,-6.25961509339451,-6.68530039775248,-6.34221431378712,-5.47979041234242,-6.52677100710575,-5.79215509863121,-6.42630896864467,-5.79746456657292,-5.64341665014094,-5.99931123821949,-6.43717883744357,-6.3810386902525,-6.03818157921053,-5.96593561988304,-4.49975285648154,-6.44825570826917,-6.33153437274303,-6.498963140161,-6.22036228694163,-6.17229467494871,-5.99207794832321,-5.85640568214508,-5.28552193481639,-6.50733618769818,-5.1547095246231,-4.95070546595215,-6.42627007067218,-3.82727028884963,-5.94514461509382,-3.51224938827906,-6.32124315949126,-6.16756603598706,-5.98022572807979,-6.30156280756362,-6.3116038105,-6.66789065987399,-6.4892994756136,-6.66914383642247,-5.79443254230484,-5.73551251267414,-4.64638269575355,-5.98353703623172,-4.29513404239243,-5.7324055701053,-5.74309584918015,-5.25881264395811,-6.11677914071822,-5.2542544280259,-5.3551049250264,-6.24507646484394,-6.34975571717932,-5.33439689925964,-6.40337730906273,-4.96112764313497,-6.50623990094954,-6.26641344317546,-6.25423315066128,-6.49274860784089,-6.25741756750035,-4.49697476426399,-5.16982044131567,-5.02158827714796,-5.65545212228342,-5.60110902861201,-5.56514162016368,-6.35126409981978,-6.18258260565968,-6.3934929093509,-5.89646162455272,-4.42525906413654,-6.32879679906427,-5.91115647856516,-5.05630560027642,-6.65341317278208,-6.59864389913144,-6.18184725241662,-5.84517872789268,-4.47956455412215,-6.6767246687457,-4.74890628954575,-6.10598389273941,-6.43641217977073,-6.57184008482787,-6.36753828256267,-6.51114756548456,-6.56377552244725,-6.5297461185264,-6.05361839703758,-6.26290237932058,-3.09681868077435,-4.9142639540764,-4.70001008981098,-6.55945603187076,-4.85091609937583,-6.26211809562726,-6.49636927208342,-5.04658066819245,-2.42233645342985,-6.57499264619221,-6.79586458167255,-6.12625313630341,-6.48662952129947,-6.56627053634666,-4.03429769383188,-6.71108312046248,-5.34217480351564,-6.51193807952952,-5.58633560189057,-6.8744499085179,-3.87567868657772,-3.87383882228568
IDS28,-4.46509059726148,-6.38738655350765,-5.13275575553303,-6.45653752582383,-3.05254962948061,-3.88163761119677,-5.69246800968709,-6.47708361013092,-3.41937118720381,-5.4928561546893,-6.60523117578473,-6.65549814536144,-6.00790795337655,-6.49758881691424,-4.3865287992791,-6.05747964995937,-5.43362139798869,-6.09232565170542,-4.19644496675044,-4.50457563382198,-5.82384753039831,-5.98627711365334,-5.47722890163075,-5.30055552928782,-4.83914430947799,-4.41834466884353,-3.90448516342346,-2.96283972561753,-5.54754316455274,-5.18304548916591,-5.06381312979061,-5.71897183940291,-5.58718359204938,-5.03361108907474,-6.71816622485702,-6.49186937815415,-6.57433987583422,-6.28445626693145,-5.30717116294376,-6.25961509135059,-6.68486504798188,-6.28338049829373,-5.47979041234242,-6.52677100710967,-5.79215509563311,-6.42630896864467,-5.78549172703181,-5.6782482254693,-5.89629928379827,-6.43609218102956,-6.39122540159157,-5.89127294549039,-5.88084990700872,-4.36259558857801,-6.39573539440463,-6.30354061535683,-6.49000311750529,-6.14845976062069,-6.16677799151991,-6.01821730398068,-6.1987949225434,-5.39334417085263,-6.42851030527098,-5.00058356147711,-5.46634821793611,-6.42127761190913,-3.92879876936581,-5.94480932524087,-3.4821364151597,-6.32344136218402,-6.17333913392716,-6.12200556885553,-6.16822594099092,-6.2712486075202,-6.66789065987399,-6.52524269832208,-6.66204709342626,-5.79443254230484,-5.73551251325201,-4.42515141651718,-5.98539324558654,-4.36313659730826,-5.82198874402237,-5.66579875487539,-5.25881264395811,-6.11445820320387,-5.07454709723657,-5.23911464354665,-6.03325380034095,-6.24209983059827,-5.27469116782754,-6.40337730906273,-4.6818027552978,-6.50669535864585,-6.26641343948548,-6.32573060519703,-6.4073638938487,-6.30501059264789,-4.84602495963069,-4.93942620099969,-4.92164345560037,-5.65545212228342,-5.53117227141899,-5.69478631749157,-6.35126409981978,-6.16426805529739,-6.35953891471466,-5.96368477254327,-4.36801668841385,-6.27513253701005,-5.93091368745834,-5.05630560027642,-6.39307555754587,-6.59864389913144,-6.34125402350688,-5.84517872789268,-4.58352654153584,-6.6712201903121,-4.74890628954575,-6.0614619370693,-6.45154844499021,-6.63719834670558,-6.37604183716159,-6.51218052993638,-6.56377552253826,-6.47858743343123,-6.05361839760824,-5.97439108839683,-3.68946496274677,-4.91426395561057,-4.82943854157233,-6.55945603187076,-4.81359805110296,-6.26211811305526,-6.49636927117216,-5.07758604560208,-2.4238270661654,-6.19972074180711,-6.78902077083803,-6.03352986384266,-6.48662952129947,-6.5885909878903,-4.19303943988414,-6.64466924311535,-5.27387133688681,-6.48749174368554,-6.18574528518295,-6.87505071497725,-3.84143747429748,-3.86481277294282
IDS91,-4.3833186643393,-6.38738655350765,-5.07206343383325,-6.61782200150757,-2.94189642021399,-3.97321872498925,-5.69246800968709,-6.47708361013092,-3.41937118720381,-5.21612282396101,-6.58611900016793,-6.64370724719156,-6.06100313555605,-6.56105680223098,-4.3865287994655,-6.11541463572704,-5.43289778760689,-6.03438626556045,-4.16027134852329,-4.52161340728869,-5.89672996929576,-6.01399156025057,-5.43163699498495,-5.25821988511298,-4.8517349695155,-4.41038337125381,-3.89791690265438,-3.04301467935431,-5.54754316455274,-5.15499464327665,-5.22107165942518,-5.47717188685278,-5.58903421759909,-5.01112667916762,-6.71572496422981,-6.51708296350251,-6.57433987583422,-6.46201652474503,-5.44139555256275,-6.25961509338575,-6.68631143468685,-6.30440131668429,-5.47979041234242,-6.52677100749721,-5.79215509927789,-6.42630896864467,-5.81517305101914,-5.63299334055031,-6.0363862952021,-6.4396272250989,-6.42688871451717,-6.09092411272435,-6.10550154353435,-4.59072243883172,-6.52767817921356,-6.29051997620515,-6.50189456656182,-6.24127585566258,-6.1291894636606,-6.10219085169967,-5.81675293543487,-5.26795018156298,-6.4907996790472,-5.12400829436587,-5.59088163075841,-6.05279798178066,-3.79467844650531,-5.94774472410244,-3.56332738804604,-6.31773264229221,-6.17546399838914,-6.26366165982454,-6.43679526912974,-6.29958865475349,-6.66789065987399,-6.53712561526655,-6.6622647621623,-5.79443254230484,-5.73551251284377,-4.74011373664438,-5.96325222238108,-4.24805418053159,-6.00352444475511,-5.9546550592276,-5.25881264395811,-6.11795309807071,-5.156842366861,-5.23580072980572,-6.04313210639218,-6.30775534462133,-5.34085870828882,-6.40337730906273,-4.9277320703805,-6.5069738953426,-6.26641344201356,-6.33680282943845,-6.49386917094788,-6.2654040087411,-4.67565140699916,-5.13801015538986,-4.93739232862786,-5.65545212228342,-5.88802625212229,-5.69428713899357,-6.35126409981978,-6.18855892504883,-6.49398476337466,-5.85904107700337,-4.393237312262,-6.28271439262981,-5.9517565797103,-5.05630560027642,-6.63352673714574,-6.59864389913144,-6.45133986848206,-5.84517872789268,-4.58011660729799,-6.64797336247402,-4.74890628954575,-6.02394427980938,-6.45181951992493,-6.61185387862256,-6.39813960988696,-6.54547385625431,-6.56377552260176,-6.61318244444501,-6.05361839609085,-6.19002691640026,-3.45615914128081,-4.91426395517458,-4.81989284260826,-6.55945603187076,-5.04541563514104,-6.26211809968201,-6.49636927211455,-5.10901184940175,-2.16455478919984,-6.63517369597206,-6.80137364662168,-6.21466236383109,-6.48662952129947,-6.56854128582211,-4.19632338508425,-6.69758304321704,-5.42079508757599,-6.56123575703325,-6.17057861581175,-6.87875293025062,-3.80887874209862,-3.64217417186482
IL101,-4.52016789791655,-6.38738655350765,-4.69761664142208,-6.4929785870043,-2.94647485088277,-4.01929029707612,-5.69246800968709,-6.47449770814508,-3.41937118720381,-5.24330658410146,-6.62003180377006,-6.67091486004065,-6.08141771794369,-6.55899050775394,-4.38652879913755,-6.10859138812051,-5.44510914546746,-6.06305627251664,-4.28677364698465,-4.59995530165267,-5.91846941754624,-6.11627758742423,-5.42763697750956,-5.57578057214007,-5.06812067966744,-4.43349615276665,-3.87609032162721,-3.2261043799351,-5.54754316455274,-5.33293749538746,-5.43754289068155,-5.48186581604868,-5.58575238296386,-4.92328012123157,-6.72468883642091,-6.49366480451711,-6.55524987968702,-6.38737193207614,-5.48173481303369,-6.25961509324473,-6.67464121186332,-6.3319436778141,-5.47979041234242,-6.52677100697552,-5.79215510266014,-6.42630896864467,-5.81867587634983,-5.65683054555007,-6.0363862952021,-6.43799330684918,-6.41049424040938,-5.97653747615367,-6.09255472541197,-4.71690935679039,-6.48315967658845,-6.29759974409152,-6.46638159333417,-6.18301867036956,-6.10528304855578,-6.00398402566331,-5.97867449553169,-5.39607156967487,-6.50099125942228,-5.05529105906074,-4.91266037170383,-6.46445806291429,-3.76027504131449,-5.94491542945431,-3.53341837704004,-6.32033788329128,-6.16511513234555,-6.06156447139003,-6.34096770251859,-6.30164840715283,-6.66789065987399,-6.5220781729611,-6.70196239295597,-5.79443254230484,-5.73551251163227,-4.4251551144797,-6.01839920832527,-4.25434233718161,-5.68658651544325,-5.97139081227148,-5.25881264395811,-6.11920441815622,-5.02107692001788,-5.4844318004266,-6.03387613974745,-6.32727528418114,-5.27251192379431,-6.40337730906273,-4.96666347381857,-6.5055147611703,-6.26641344414207,-6.30348486232434,-6.49997134447962,-6.30668165789368,-4.61224888481961,-5.36358664294887,-5.04807327623152,-5.65545212228342,-5.38434090505601,-5.68509986913325,-6.35126409981978,-6.1772612100928,-6.33503483346233,-5.86908707751228,-4.38628343621211,-6.31872918405499,-5.96093388182228,-5.05630560027642,-6.70456195186143,-6.59864389913144,-6.26946491990587,-5.84517872789268,-4.54643832977379,-6.67463455101525,-4.74890628954575,-6.13034693391333,-6.46431697998567,-6.63776777790843,-6.45265156507231,-6.54480279925899,-6.56377552254949,-6.60797582559566,-6.05361839778076,-6.41559575188153,-3.35324350883985,-4.91426395948106,-4.93208821616908,-6.55945603187076,-5.1546146602408,-6.26211810485758,-6.49636927200606,-5.12991710430294,-2.44732196989651,-6.63747647102846,-6.80247596625155,-6.25209912390924,-6.48662952129947,-6.54259383353477,-4.03358366540486,-6.67977730889605,-5.69632466697177,-6.55320933341472,-5.52206338862796,-6.87471920591011,-3.68749813134266,-3.95370993360899
IL14H,-4.35137583526384,-6.38738655350765,-4.76771263753872,-6.44007595138552,-3.00844945956689,-3.90503160484717,-5.69246800968709,-6.47708361013092,-3.41937118720381,-5.40812863587469,-6.61974165511442,-6.66131435141187,-6.10718529007264,-6.53492317886681,-4.38652879900589,-6.02638111912202,-5.54438804558198,-6.08274527746832,-4.37626086874149,-4.59498318222564,-5.82663790381986,-5.98343466311205,-5.44456116583275,-5.75222935429866,-4.9661903806193,-4.41288899862149,-3.96475256602144,-3.18520363198287,-5.54754316455274,-5.29387297356242,-5.36616596096622,-5.52600135085627,-5.58574880186254,-4.84441174404103,-6.63282321137732,-6.48444891215792,-6.5650013604956,-6.45609244038363,-5.52861825661393,-6.25961509359998,-6.68134471166508,-6.34025461766169,-5.47979041234242,-6.52677100742248,-5.79215510339457,-6.42630896864467,-5.79767311809134,-5.68950094275801,-5.94073947464923,-6.43852546523119,-6.40709588474124,-6.00772894618399,-6.0093702709926,-4.5721931417574,-6.50230155795864,-6.16316214858567,-6.46996187831606,-6.13612260138664,-6.13142223647069,-6.06793455344682,-5.98290892939145,-5.32358941861428,-6.42647515233142,-5.09249907581071,-5.29074181729998,-6.16751869829028,-3.65426680953551,-5.93954034152415,-3.51161954877577,-6.32545421394514,-6.17398359694389,-5.86032352458152,-6.38161496877935,-6.24464369892203,-6.66789065987399,-6.53105778451057,-6.68085037837045,-5.79443254230484,-5.73551251168026,-4.77523080331731,-5.97317383838098,-4.23136905101149,-5.80869922897226,-5.91644205121031,-5.25881264395811,-6.11957830943921,-4.92163830928916,-5.33553222574845,-6.03434217101496,-6.3612407780531,-5.24668509179591,-6.40337730906273,-4.67633322821842,-6.50758304319364,-6.26641344642286,-6.27642285656042,-6.45243126775399,-6.33495742388703,-5.01002545363795,-5.16569389772533,-4.97776952654155,-5.65545212228342,-5.58303504158697,-5.82959821779796,-6.35126409981978,-6.17635455267591,-6.35633730665117,-5.98087891062928,-4.37030529155977,-6.32254114684791,-5.95999517921137,-5.05630560027642,-6.57293062704199,-6.59864389913144,-6.45133986848206,-5.84517872789268,-4.59223448026516,-6.6800935959496,-4.74890628954575,-5.96103230852666,-6.47745987325814,-6.60041636504674,-6.49738959162431,-6.38574364796807,-6.56377552254112,-6.58416005602637,-6.05361839742156,-6.26915283500298,-3.87919684881117,-4.91426395496506,-4.77340382273198,-6.55945603187076,-5.11060070354635,-6.26211810785902,-6.49636927194116,-5.0490217731783,-2.4555400868412,-6.63517369597206,-6.80137364662168,-6.28842485009721,-6.48662952129947,-6.64949104663338,-4.05368077197826,-6.65570677009775,-5.59063941101357,-6.5135727152658,-5.55743781524003,-6.84869656911558,-3.83361411921487,-3.62758445681799
IL677A,-4.41766645769543,-6.38738655350765,-5.03362755282079,-6.53727959835804,-2.923738397741,-3.96947714529084,-5.69246800968709,-6.47400108720944,-3.41937118720381,-5.17650783348783,-6.58600289099867,-6.66454339067203,-6.12987660040934,-6.53451795386709,-4.38652879930585,-6.13094932037083,-5.33612231038506,-6.073266674346,-4.35433617796731,-4.51998069938607,-5.90289869610564,-5.79389304802436,-5.49260498065007,-5.55170680297674,-5.08484861625548,-4.43058592342693,-3.93429620415717,-3.11324159222506,-5.54754316455274,-5.21525212082171,-5.25810996965685,-5.61602670677705,-5.57826905800198,-4.79768865993025,-6.70772433301157,-6.49322983615041,-6.54520446364771,-6.49340049841934,-5.34725761947641,-6.2596150935924,-6.67925657742436,-6.32116630866373,-5.47979041234242,-6.52677100771392,-5.79215509686621,-6.42630896864467,-5.80546137316782,-5.63183506219416,-5.96261108095147,-6.43882476187658,-6.39793276349892,-5.99183482136968,-5.9995616671575,-4.61295051310543,-6.42895744303417,-6.37841686439323,-6.49917442372871,-6.21741979570103,-6.02230581143953,-6.01881832414313,-5.97205221171804,-5.34036038673357,-6.53568266775906,-5.11940519202838,-5.22524118358188,-6.33016201822299,-3.74370217398366,-5.94582923740115,-3.53946547918139,-6.32619748067909,-6.17072933103138,-6.28912823734812,-6.3207755138219,-6.28665564259166,-6.66789065987399,-6.52014846601092,-6.66797670827278,-5.79443254230484,-5.73551251268164,-4.53481078723152,-6.02110711243565,-4.32387771556738,-5.73200236359696,-5.77639220072743,-5.25881264395811,-6.12113611188413,-5.18993724642442,-5.42602421322169,-6.14898885453947,-6.31252722765724,-5.30295275396981,-6.40337730906273,-4.7371788335371,-6.50640266701985,-6.2664134427743,-6.29163672963778,-6.49274860784089,-6.26387265059688,-4.82673596458319,-5.2809961170434,-5.03781882287348,-5.65545212228342,-5.8787938612294,-5.74918690716584,-6.35126409981978,-6.1868073068389,-6.30629023802913,-5.92036496695729,-4.3939828438931,-6.2766193627297,-6.01283206134748,-5.05630560027642,-6.5769628621164,-6.59864389913144,-6.34018508988737,-5.84517872789268,-4.56742494601302,-6.67688159263293,-4.74890628954575,-6.10503690944213,-6.46166645496266,-6.4970297398683,-6.13785327147252,-6.51134399048641,-6.56377552249835,-6.56931426129967,-6.05361839735985,-6.14078299190949,-3.29583219075146,-4.91426395262524,-4.93773172713608,-6.55945603187076,-4.96021653117616,-6.26211810491274,-6.49636927204989,-4.99972431098329,-2.36861802826883,-6.50231577308952,-6.79575946630469,-6.23997118142186,-6.48662952129947,-6.61583038066241,-4.13625490659864,-6.63512266468067,-5.35040735199133,-6.50555820158805,-6.0589618147452,-6.87364582887832,-3.88892664565787,-3.6950329485519
K4,-4.50541960237514,-6.38738655350765,-4.88624808530568,-6.12656605970685,-2.95969979989234,-4.01689233790251,-5.69246800968709,-6.47779221334819,-3.41937118720381,-5.23947544901326,-6.60653430130063,-6.67126022102158,-6.10696847796133,-6.51259397297474,-4.3865287993814,-6.01315688400084,-4.91146170543022,-6.07445800575675,-4.23775360684828,-4.68190557408013,-5.98668492873234,-5.51997186872282,-5.54272347817905,-5.73725018714675,-5.03597774202077,-4.45285362283906,-3.89201620233697,-3.06655855580255,-5.54754316455274,-5.42100021460842,-5.52414995233066,-5.64108558753828,-5.58905365568563,-4.64024440399837,-6.70747906718477,-6.49879800653757,-6.5645190331604,-6.48545750121594,-5.58161674530916,-6.25961509282501,-6.6869772991415,-6.33607502972543,-5.47979041234242,-6.52677100752135,-5.79215510281251,-6.42630896864467,-5.82507610903803,-5.66707475805903,-5.98354592724982,-6.43907940725999,-6.38301162513655,-5.99403989356846,-6.11469854228912,-4.70472259156163,-6.47368167499198,-6.47138793121036,-6.50200572767297,-6.23089473214627,-6.06555980845912,-5.96596698015801,-5.97184217482886,-5.39688192058933,-6.43847071470704,-5.05556396286493,-5.1111816260715,-6.33381094462182,-3.43121667594075,-5.94513789135956,-3.55580073930369,-6.31941449842198,-6.17831113513267,-5.93092938760992,-6.42749617671093,-6.27493718300251,-6.66789065987399,-6.45782180063537,-6.60162168530363,-5.79443254230484,-5.73551250983771,-4.66477593220864,-6.01974848349188,-4.379843204288,-5.96807694982573,-5.9068708276379,-5.25881264395811,-6.12140540775868,-5.1545215686893,-5.30816657858911,-6.11824032957092,-6.34320320920854,-5.32010763827572,-6.40337730906273,-5.02278431241542,-6.50633380051142,-6.26641344330367,-6.33474502809284,-6.46899497771325,-6.32539649551809,-4.7395453882129,-5.20186547181228,-5.01087022370483,-5.65545212228342,-5.93797360331489,-5.84342280015099,-6.35126409981978,-6.18807547749436,-6.34849846723469,-5.99078837650212,-4.36527267547727,-6.35513996167871,-6.02076647154512,-5.05630560027642,-6.61495061551637,-6.59864389913144,-6.29124471393027,-5.84517872789268,-4.59399849784636,-6.67768577249287,-4.74890628954575,-6.05744651381594,-6.47633175473819,-6.60023138054872,-6.39765009800195,-6.41676722465527,-6.56377552251047,-6.58261527417385,-6.05361839673037,-6.29060583726859,-3.59549097618427,-4.91426395846014,-4.76253785120486,-6.55945603187076,-4.99916377986063,-6.26211810666775,-6.4963692720309,-4.92487906698848,-2.26957788593834,-6.63517372063676,-6.79568570141648,-6.21644870494655,-6.48662952129947,-6.58603050295981,-4.08567247123007,-6.66173204624476,-5.51005014794684,-6.53466354371648,-5.53530239807796,-6.85836422110523,-3.85430506684251,-3.93554119691984
K55,-4.4495572726303,-6.38738655350765,-5.36425227946821,-6.6178216015078,-3.01202405344232,-3.70211933655643,-5.69246800968709,-6.47163671163032,-3.41937118720381,-5.20725503355899,-6.60568743978526,-6.65861055344475,-5.95504123530452,-6.56864065448921,-4.38652879906519,-6.18219840008064,-5.46754526192089,-6.07598935349566,-4.24538126985734,-4.53605494048186,-5.7582723681709,-5.74307728705,-5.45798978298909,-5.31471762930118,-4.88762405867024,-4.42374381874333,-3.83597926252968,-3.22920511489412,-5.54754316455274,-5.2240098843304,-5.32693411202151,-5.58762073942343,-5.58583739912077,-4.92360873484503,-6.6797400732005,-6.50221617863399,-6.56040176883639,-6.37785038853426,-5.37739747796305,-6.25961509499797,-6.66805967052261,-6.32401648389806,-5.47979041234242,-6.52677100642186,-5.79215510311297,-6.42630896864467,-5.82310893239699,-5.62887580403844,-6.00721225122704,-6.44151579024843,-6.40508147870994,-6.01034658861125,-6.00527430062921,-4.49396772060689,-6.50532388862696,-6.43007400232367,-6.50204084881795,-6.20710487219499,-6.18570793063243,-6.09519251597088,-6.10794540090472,-5.3202723888817,-6.47649110328326,-5.2533921277763,-5.45995883493666,-5.84252798087986,-4.10848984613358,-5.94592023076699,-3.48014133283801,-6.31548713462847,-6.17235444031018,-6.08434552264877,-6.27241613592937,-6.27292083873726,-6.66789065987399,-6.53712561425065,-6.69611469841853,-5.79443254230484,-5.73551251098691,-4.47796148628565,-6.03358870968749,-4.24011243456955,-5.59558241283269,-5.9908862736477,-5.25881264395811,-6.12011059247366,-4.94672133293866,-5.3374801020296,-6.17441096628816,-6.21211113830007,-5.29878692584653,-6.40337730906273,-4.68543658946298,-6.50759851917284,-6.26641344324765,-6.27753520386753,-6.501275218597,-6.33635997393188,-4.75651995495215,-5.39031352435732,-5.15314051835181,-5.65545212228342,-5.67675896254389,-5.74155056276193,-6.35126409981978,-6.17205559168025,-6.47426917072348,-5.94016579546587,-4.3992612759107,-6.30775060808885,-5.98917802441551,-5.05630560027642,-6.60949467393419,-6.59864389913144,-5.91235963336927,-5.84517872789268,-4.56744898230291,-6.673568713152,-4.74890628954575,-6.03852821139694,-6.42643561153213,-6.58130109358755,-6.34888737048712,-6.47653106210658,-6.56377552244277,-6.44591205147376,-6.05361839732889,-6.06327006056906,-3.38239084646216,-4.91426395465663,-4.87540866901885,-6.55945603187076,-4.85237357715934,-6.26211809016905,-6.49636927210773,-5.13257573339392,-2.41835335541069,-6.45121254691541,-6.80103049762214,-6.32222816681028,-6.48662952129947,-6.62894971272326,-4.07752586318337,-6.66112197841411,-5.28262311697541,-6.54937470826391,-6.15211979401252,-6.87386470087155,-3.76185765644862,-3.78648203685372
K64,-4.45549501139627,-6.38738655350765,-4.86033546226551,-6.61782091488662,-3.04673603469153,-4.10727276251541,-5.69246800968709,-6.47779221334819,-3.41937118720381,-5.09438291398561,-6.55508502988128,-6.66215617600275,-6.10525840143263,-6.56105680223098,-4.386528799097,-6.09516485650801,-5.13305599041336,-6.03095681198619,-4.35626092537929,-4.56077901033034,-5.93337487102145,-5.69486750755568,-5.50570013398389,-5.39938350696961,-4.90768280161854,-4.47444593993738,-3.91798664762361,-2.92202966405808,-5.54754316455274,-5.32564661139975,-5.21950993567038,-5.41562706924947,-5.57387943135931,-4.78724790625615,-6.71993772942244,-6.50673232756254,-6.56908224727547,-6.51004188053038,-5.39795041807457,-6.25961509430046,-6.67804274409289,-6.3404371938919,-5.47979041234242,-6.52677100752135,-5.79215510030993,-6.42630896864467,-5.77873827907758,-5.63906947627352,-6.0363862952021,-6.43700161909472,-6.38685487134764,-6.10222901031458,-6.09654824792107,-4.62469371606383,-6.49595496222363,-6.01403017603659,-6.48661103766713,-6.13592708427792,-6.2010915191256,-6.09233372779798,-5.96344871659928,-5.34767702369187,-6.38895738348838,-4.9997510379145,-5.52436990904041,-5.83765128844237,-3.40171377538834,-5.94867439359783,-3.50824101137672,-6.32477862021424,-6.17446451924539,-6.11559407237285,-6.29039633320079,-6.29487713263833,-6.66789065987399,-6.47810807781612,-6.64834944069754,-5.79443254230484,-5.73551251289133,-4.43011046792421,-5.99712230427363,-4.35526327705064,-5.77537286029587,-5.83306667932455,-5.25881264395811,-6.11624737736382,-5.30152666086853,-5.42201069494243,-6.10102040209684,-6.33705528798309,-5.31875674540148,-6.40337730906273,-4.9515227337248,-6.5062686827849,-6.26641344224839,-6.32842550251053,-6.44207666298895,-6.31928553904701,-4.38674258248028,-5.18152943670426,-5.090114957921,-5.65545212228342,-5.92333220371007,-5.71139598008266,-6.35126409981978,-6.18476744765401,-6.41825121685301,-6.01258887213625,-4.39350614081714,-6.32620760573829,-5.95078583392163,-5.05630560027642,-6.70456195186143,-6.59864389913144,-6.46273512593559,-5.84517872789268,-4.52179954572636,-6.67082927951915,-4.74890628954575,-5.98130810170631,-6.43879427308756,-6.48981901155443,-5.98708143838784,-6.38481673775171,-6.56377552245695,-6.54365505318592,-6.0536183977183,-6.26382461746374,-3.20928123348233,-4.91426395623419,-4.99271349164101,-6.55945603187076,-4.83189989381956,-6.26211810816953,-6.49636927213252,-5.02145673032901,-2.47137576492558,-6.63517372063676,-6.80247596625155,-6.163477290852,-6.48662952129947,-6.54071783494545,-4.17970022521449,-6.63136722955171,-5.48724210629092,-6.58135992705562,-5.40292633601358,-6.87471920591011,-3.72532294428124,-3.95332821354344
